"773091078","773091078","DCH","DE","Germany","Hessen","Frankfurt am Main"
"773190519","773190519","PUB","RU","Russian Federation","Samarskaya oblast'","Tolyatti"
"773252596","773252596","PUB","AZ","Azerbaijan","Baki","Baku"
"773254107","773254107","DCH","AZ","Azerbaijan","Baki","Baku"
"773311671","773311671","PUB","IT","Italy","Marche","Chiaravalle"
"773612899","773612899","PUB","BY","Belarus","Minskaya voblasts'","Minsk"
"773728765","773728772","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam"
"773932641","773932641","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London"
"773936309","773936309","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London"
"773938833","773938833","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London"
"774106971","774106971","PUB","UA","Ukraine","Sevastopol","Sevastopol"
"774154118","774154133","DCH","BA","Bosnia and Herzegovina","Federacija Bosne i Hercegovine","Sarajevo"
"774208468","774208468","PUB","DE","Germany","Hessen","Frankfurt am Main"
"774443032","774443039","DCH","DE","Germany","Nordrhein-Westfalen","Bruhl"
"774641754","774641774","DCH","RU","Russian Federation","Moskovskaya oblast'","Podol'sk"
"774649039","774649052","DCH","RU","Russian Federation","Moskovskaya oblast'","Fryazino"
"775287730","775287730","VPN","BY","Belarus","Horad Minsk","Minsk"
"775868645","775868653","DCH","FI","Finland","Uusimaa","Helsinki"
"778192982","778192983","DCH","UA","Ukraine","Dnipropetrovska oblast","Dnipro"
"778199303","778199307","DCH","UA","Ukraine","Dnipropetrovska oblast","Dnipro"
"778202585","778202585","DCH","UA","Ukraine","Dnipropetrovska oblast","Dnipro"
"778204579","778204582","DCH","UA","Ukraine","Dnipropetrovska oblast","Dnipro"
"778207317","778207317","DCH","UA","Ukraine","Dnipropetrovska oblast","Dnipro"
"778209812","778209812","PUB","UA","Ukraine","Dnipropetrovska oblast","Dnipro"
"778211208","778211208","PUB","UA","Ukraine","Dnipropetrovska oblast","Dnipro"
"778212733","778212733","PUB","UA","Ukraine","Dnipropetrovska oblast","Dnipro"
"778215788","778215788","PUB","UA","Ukraine","Dnipropetrovska oblast","Dnipro"
"778220693","778220693","PUB","UA","Ukraine","Dnipropetrovska oblast","Dnipro"
"778229229","778229229","DCH","UA","Ukraine","Dnipropetrovska oblast","Dnipro"
"778380592","778380592","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","London"
"778398998","778399016","DCH","DE","Germany","Hessen","Frankfurt am Main"
"778419096","778419096","PUB","DE","Germany","Hessen","Frankfurt am Main"
"778476906","778476914","DCH","AT","Austria","Wien","Vienna"
"778670720","778670751","DCH","FR","France","Hauts-de-France","Roubaix"
"780749800","780750406","DCH","IE","Ireland","Dublin","Dublin"
"781462620","781462620","PUB","IR","Iran (Islamic Republic of)","Mazandaran","Shahr"
"781496920","781496920","PUB","RU","Russian Federation","Moskva","Moscow"
"781499861","781499862","PUB","RU","Russian Federation","Moskva","Moscow"
"781617748","781617748","PUB","RU","Russian Federation","Komi, Respublika","Ukhta"
"781710887","781710888","PUB","RU","Russian Federation","Krasnodarskiy kray","Tuapse"
"782318391","782318392","PUB","RU","Russian Federation","Tverskaya oblast'","Kimry"
"782319586","782319586","PUB","RU","Russian Federation","Tverskaya oblast'","Kimry"
"783095808","783095863","DCH","RU","Russian Federation","Sankt-Peterburg","Saint Petersburg"
"783210142","783210142","PUB","PL","Poland","Podkarpackie","Rzeszow"
"783280060","783280204","DCH","PL","Poland","Pomorskie","Gdynia"
"785067687","785067687","VPN","ZA","South Africa","Kwazulu-Natal","Umlazi"
"786543957","786544094","DCH","DE","Germany","Bayern","Nuremberg"
"786724763","786724763","DCH","RU","Russian Federation","Moskva","Moscow"
"786937424","786937447","DCH","BE","Belgium","Brussels Hoofdstedelijk Gewest","Brussels"
"787036327","787036345","DCH","BG","Bulgaria","Sofia (stolitsa)","Sofia"
"787681088","787681090","PUB","RU","Russian Federation","Stavropol'skiy kray","Georgiyevsk"
"787842671","787842672","DCH","RU","Russian Federation","Severnaya Osetiya, Respublika","Vladikavkaz"
"787974565","787974566","PUB","DE","Germany","Hessen","Frankfurt am Main"
"788120496","788120503","DCH","GB","United Kingdom of Great Britain and Northern Ireland","Scotland","Edinburgh"
"788355373","788355373","DCH","PS","Palestine, State of","Ramallah","Ramallah"
"788420267","788420267","PUB","RU","Russian Federation","Saratovskaya oblast'","Saratov"
"788485164","788485167","DCH","IT","Italy","Emilia-Romagna","Bibbiano"
"791944088","791944453","DCH","HK","Hong Kong","Hong Kong","Hong Kong"
"792265656","792265860","DCH","HK","Hong Kong","Hong Kong","Hong Kong"
"793393345","793393381","DCH","JP","Japan","Tokyo","Tokyo"
"793487664","793487664","PUB","HK","Hong Kong","Hong Kong","Hong Kong"
"793569421","793569484","DCH","HK","Hong Kong","Hong Kong","Hong Kong"
"793767990","793767990","PUB","SG","Singapore","Singapore","Singapore"
"793852097","793852097","VPN","TH","Thailand","Krung Thep Maha Nakhon","Bangkok"
"793940435","793940435","DCH","SG","Singapore","Singapore","Singapore"
"793942084","793942084","PUB","SG","Singapore","Singapore","Singapore"
"793944753","793944756","DCH","SG","Singapore","Singapore","Singapore"
"793948889","793948891","DCH","SG","Singapore","Singapore","Singapore"
"794020671","794020671","PUB","HK","Hong Kong","Hong Kong","Hong Kong"
"794176073","794176095","DCH","HK","Hong Kong","Hong Kong","Hong Kong"
"794321967","794322037","DCH","US","United States of America","California","Los Angeles"
"794416048","794416063","DCH","US","United States of America","California","Los Angeles"
"794489466","794489544","DCH","US","United States of America","Virginia","Virginia Beach"
"794519641","794519661","DCH","AE","United Arab Emirates","Dubayy","Dubai"
"794645924","794645925","DCH","CN","China","Beijing","Beijing"
"794677910","794677915","DCH","CN","China","Beijing","Beijing"
"794747153","794747255","DCH","CN","China","Beijing","Beijing"
"794838064","794838064","PUB","CN","China","Zhejiang","Hangzhou"
"794860865","794860865","PUB","CN","China","Zhejiang","Hangzhou"
"794933230","794933230","PUB","CN","China","Zhejiang","Hangzhou"
"794986176","794986176","PUB","CN","China","Zhejiang","Hangzhou"
"795026410","795026410","PUB","CN","China","Zhejiang","Hangzhou"
"795038193","795038193","PUB","CN","China","Zhejiang","Hangzhou"
"795050773","795050773","PUB","CN","China","Zhejiang","Hangzhou"
"795066209","795066209","PUB","CN","China","Zhejiang","Hangzhou"
"795087835","795087837","DCH","CN","China","Shanghai","Shanghai"
"795107478","795107512","DCH","CN","China","Shanghai","Shanghai"
"795156599","795156632","DCH","CN","China","Shanghai","Shanghai"
"795186491","795186495","DCH","CN","China","Shanghai","Shanghai"
"795195275","795195276","DCH","CN","China","Shanghai","Shanghai"
"795199529","795199529","PUB","CN","China","Shanghai","Shanghai"
"795205133","795205133","PUB","CN","China","Shanghai","Shanghai"
"795269477","795269477","PUB","CN","China","Shanghai","Shanghai"
"795301400","795301400","PUB","CN","China","Shanghai","Shanghai"
"795317637","795317637","PUB","CN","China","Shanghai","Shanghai"
"795378887","795378922","DCH","CN","China","Shandong","Qingdao"
"795430890","795430895","DCH","CN","China","Shandong","Qingdao"
"795444237","795444238","DCH","CN","China","Shandong","Qingdao"
"795448603","795448611","DCH","CN","China","Shandong","Qingdao"
"795459767","795460075","DCH","CN","China","Shandong","Qingdao"
"795517052","795517052","PUB","CN","China","Guangdong","Shenzhen"
"795555960","795555960","PUB","CN","China","Guangdong","Shenzhen"
"795578531","795578531","PUB","CN","China","Guangdong","Shenzhen"
"795601535","795601535","PUB","CN","China","Guangdong","Shenzhen"
"795622820","795622820","DCH","CN","China","Sichuan","Chengdu"
"795640923","795640927","DCH","CN","China","Sichuan","Chengdu"
"795645334","795645339","DCH","CN","China","Sichuan","Chengdu"
"795649757","795649757","DCH","CN","China","Sichuan","Chengdu"
"795652295","795652297","DCH","CN","China","Sichuan","Chengdu"
"795656167","795656170","DCH","CN","China","Sichuan","Chengdu"
"795664603","795664605","DCH","CN","China","Sichuan","Chengdu"
"795667822","795667827","DCH","CN","China","Sichuan","Chengdu"
"795669549","795669549","DCH","CN","China","Sichuan","Chengdu"
"795751016","795751016","PUB","CN","China","Zhejiang","Hangzhou"
"795760394","795760394","PUB","CN","China","Zhejiang","Hangzhou"
"795863751","795863752","PUB","CN","China","Zhejiang","Hangzhou"
"795902597","795902636","DCH","CN","China","Guangdong","Shenzhen"
"795909664","795909670","DCH","CN","China","Guangdong","Shenzhen"
"795912740","795912742","DCH","CN","China","Guangdong","Shenzhen"
"795923701","795923726","DCH","CN","China","Guangdong","Shenzhen"
"795967117","795967118","DCH","CN","China","Guangdong","Shenzhen"
"795987146","795987146","PUB","CN","China","Guangdong","Shenzhen"
"796008459","796008459","DCH","CN","China","Zhejiang","Hangzhou"
"796012802","796012802","DCH","CN","China","Zhejiang","Hangzhou"
"796021743","796021745","DCH","CN","China","Zhejiang","Hangzhou"
"796035621","796035621","DCH","CN","China","Zhejiang","Hangzhou"
"796037715","796037715","DCH","CN","China","Zhejiang","Hangzhou"
"796049298","796049300","DCH","CN","China","Zhejiang","Hangzhou"
"796075501","796075501","PUB","CN","China","Guangdong","Shenzhen"
"796089670","796089670","PUB","CN","China","Guangdong","Shenzhen"
"796111177","796111177","PUB","CN","China","Guangdong","Shenzhen"
"796120239","796120239","PUB","CN","China","Guangdong","Shenzhen"
"796132705","796132725","DCH","CN","China","Shanghai","Shanghai"
"796136929","796136935","DCH","CN","China","Shanghai","Shanghai"
"796139789","796139793","DCH","CN","China","Shanghai","Shanghai"
"796144358","796144371","DCH","CN","China","Shanghai","Shanghai"
"796156625","796156628","DCH","CN","China","Shanghai","Shanghai"
"796159883","796159883","DCH","CN","China","Shanghai","Shanghai"
"796182727","796182731","DCH","CN","China","Shanghai","Shanghai"
"796187507","796187509","DCH","CN","China","Shanghai","Shanghai"
"796934448","796934500","DCH","SG","Singapore","Singapore","Singapore"
"796984431","796984431","PUB","SG","Singapore","Singapore","Singapore"
"797020227","797020235","DCH","SG","Singapore","Singapore","Singapore"
"797045986","797046016","DCH","SG","Singapore","Singapore","Singapore"
"804002846","804002918","DCH","SG","Singapore","Singapore","Singapore"
"804044938","804044938","VPN","SG","Singapore","Singapore","Singapore"
"804105811","804105811","PUB","SG","Singapore","Singapore","Singapore"
"804234262","804234406","DCH","HK","Hong Kong","Hong Kong","Hong Kong"
"804384473","804384473","PUB","SG","Singapore","Singapore","Singapore"
"804420827","804420827","PUB","HK","Hong Kong","Hong Kong","Hong Kong"
"804464700","804464700","PUB","HK","Hong Kong","Hong Kong","Hong Kong"
"804497924","804497924","PUB","HK","Hong Kong","Hong Kong","Hong Kong"
"804518442","804518442","PUB","HK","Hong Kong","Hong Kong","Hong Kong"
"804614338","804614364","DCH","SG","Singapore","Singapore","Singapore"
"804980393","804980393","PUB","US","United States of America","California","Los Angeles"
"805005550","805005550","PUB","US","United States of America","California","Los Angeles"
"805022237","805022237","PUB","US","United States of America","California","Los Angeles"
"805046200","805046200","PUB","US","United States of America","Virginia","Virginia Beach"
"805049991","805049991","PUB","US","United States of America","Virginia","Virginia Beach"
"805185231","805185232","DCH","US","United States of America","California","Los Angeles"
"805209548","805209575","DCH","DE","Germany","Hessen","Frankfurt am Main"
"805219578","805219578","PUB","DE","Germany","Hessen","Frankfurt am Main"
"818753792","818754047","DCH","IE","Ireland","Dublin","Dublin"
"819538786","819538786","DCH","US","United States of America","Virginia","Washington"
"822090750","822090750","PUB","ID","Indonesia","Jakarta Raya","Jakarta"
"822923317","822923317","VPN","DE","Germany","Sachsen","Falkenstein"
"825261852","825261852","PUB","TH","Thailand","Khon Kaen","Khon Kaen"
"825473666","825473671","DCH","US","United States of America","California","Santa Clara"
"827754167","827754167","PUB","CN","China","Jiangsu","Yangzhou"
"836022254","836022466","DCH","JP","Japan","Tokyo","Tokyo"
"837320689","837320714","DCH","CN","China","Beijing","Beijing"
"837597219","837597227","DCH","KR","Korea (the Republic of)","Seoul-teukbyeolsi","Seoul"
"839007258","839007260","PUB","US","United States of America","Nevada","Las Vegas"
"839080250","839080263","DCH","US","United States of America","Nevada","Las Vegas"
"839330231","839330245","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam"
"839383635","839383641","DCH","HK","Hong Kong","Hong Kong","Hong Kong"
"840046440","840046440","PUB","US","United States of America","California","San Francisco"
"840147013","840147258","DCH","US","United States of America","Virginia","Ashburn"
"840928190","840928192","VPN","JP","Japan","Tokyo","Tokyo"
"842645568","842645711","DCH","US","United States of America","Texas","San Antonio"
"843039442","843039442","DCH","US","United States of America","Arizona","Phoenix"
"845222672","845222672","DCH","US","United States of America","Texas","Dallas"
"846340674","846340678","PUB","US","United States of America","Wyoming","Sheridan"
"846355789","846355789","PUB","US","United States of America","Utah","Orem"
"846365817","846365817","PUB","US","United States of America","Illinois","Chicago"
"846391552","846391676","DCH","US","United States of America","New York","New York City"
"846420982","846420982","DCH","SE","Sweden","Stockholms lan","Stockholm"
"846550161","846550161","DCH","CA","Canada","Quebec","Montreal"
"846648067","846648069","VPN","US","United States of America","California","Santa Clara"
"855970560","855970815","DCH","AE","United Arab Emirates","Dubayy","Dubai"
"856295600","856295600","DCH","JP","Japan","Osaka","Osaka"
"856298520","856298527","DCH","US","United States of America","Virginia","Richmond"
"856302510","856302517","DCH","AU","Australia","Victoria","Melbourne"
"856305224","856305227","DCH","ZA","South Africa","Gauteng","Johannesburg"
"856502265","856502265","PUB","NO","Norway","Oslo","Oslo"
"856634103","856634103","PUB","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam"
"856644882","856644923","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam"
"856653806","856653806","PUB","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam"
"856671075","856671075","PUB","FR","France","Ile-de-France","Paris"
"856684736","856684736","PUB","FR","France","Ile-de-France","Paris"
"856728312","856728360","DCH","IL","Israel","Tel Aviv","Tel Aviv"
"856799846","856799854","DCH","IL","Israel","Tel Aviv","Tel Aviv"
"856971077","856971077","PUB","SE","Sweden","Stockholms lan","Stockholm"
"857012083","857012271","DCH","SE","Sweden","Stockholms lan","Stockholm"
"857076737","857076757","DCH","SE","Sweden","Stockholms lan","Stockholm"
"858133297","858133297","DCH","FR","France","Hauts-de-France","Roubaix"
"858161879","858161880","PUB","PL","Poland","Mazowieckie","Warsaw"
"858527003","858527004","DCH","FR","France","Ile-de-France","Paris"
"858566408","858566428","DCH","FR","France","Ile-de-France","Paris"
"858786731","858786731","PUB","ES","Spain","Madrid, Comunidad de","Madrid"
"858866941","858866941","PUB","ES","Spain","Madrid, Comunidad de","Madrid"
"859121812","859138647","DCH","TW","Taiwan (Province of China)","Taipei","Taipei"
"860130892","860130898","DCH","PL","Poland","Mazowieckie","Warsaw"
"860148921","860148948","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Erith"
"860568376","860568379","DCH","PL","Poland","Dolnoslaskie","Wroclaw"
"860593000","860593007","DCH","FR","France","Hauts-de-France","Roubaix"
"860693564","860693567","DCH","FR","France","Hauts-de-France","Roubaix"
"860725568","860725571","DCH","ES","Spain","Madrid, Comunidad de","Madrid"
"860829466","860829466","DCH","CA","Canada","Quebec","Montreal"
"860854217","860854217","DCH","SG","Singapore","Singapore","Singapore"
"860875556","860875556","PUB","SG","Singapore","Singapore","Singapore"
"860957620","860957623","DCH","US","United States of America","Texas","Sugar Land"
"860972416","860972431","DCH","US","United States of America","Texas","Dallas"
"860998548","860998578","DCH","US","United States of America","Oregon","Hillsboro"
"861101728","861102113","DCH","FR","France","Hauts-de-France","Roubaix"
"861135764","861135764","SES","PL","Poland","Mazowieckie","Warsaw"
"861191665","861191665","PUB","IL","Israel","Tel Aviv","Tel Aviv"
"861222214","861222214","PUB","IL","Israel","Tel Aviv","Tel Aviv"
"861483708","861483711","DCH","ES","Spain","Madrid, Comunidad de","Madrid"
"861505839","861505839","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","Erith"
"861526175","861526175","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","Erith"
"861626446","861626485","DCH","FR","France","Hauts-de-France","Roubaix"
"861662966","861663007","DCH","FR","France","Hauts-de-France","Roubaix"
"861823232","861823232","PUB","ES","Spain","Madrid, Comunidad de","Madrid"
"861968546","861968550","DCH","CH","Switzerland","Zurich","Zurich"
"862528307","862528307","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","London"
"863380775","863380775","PUB","IT","Italy","Lombardia","Milan"
"864859691","864859691","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","London"
"865998038","865998039","DCH","FR","France","Ile-de-France","Paris"
"866018044","866018074","DCH","FR","France","Ile-de-France","Paris"
"866034321","866034351","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam"
"866040991","866040991","VPN","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam"
"866053771","866053771","PUB","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam"
"866078029","866078029","PUB","FR","France","Ile-de-France","Paris"
"866099972","866099972","PUB","FR","France","Ile-de-France","Paris"
"866200144","866200554","DCH","CA","Canada","Quebec","Montreal"
"866344073","866344073","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London"
"867325444","867325446","DCH","FR","France","Grand-Est","Strasbourg"
"868386304","868386559","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Bedford"
"868435008","868435023","DCH","NL","Netherlands (Kingdom of the)","Zuid-Holland","Rotterdam"
"868450989","868450990","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London"
"868469207","868469207","VPN","GB","United Kingdom of Great Britain and Northern Ireland","England","Erith"
"868481472","868481475","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London"
"869441319","869441324","DCH","FR","France","Grand-Est","Strasbourg"
"870208846","870208935","DCH","CA","Canada","Quebec","Beauharnois"
"870321258","870321258","PUB","DE","Germany","Hessen","Frankfurt am Main"
"870324754","870324754","PUB","DE","Germany","Hessen","Frankfurt am Main"
"870327288","870327288","PUB","DE","Germany","Hessen","Frankfurt am Main"
"870336183","870336183","PUB","DE","Germany","Hessen","Frankfurt am Main"
"870348559","870348559","PUB","DE","Germany","Hessen","Frankfurt am Main"
"870351238","870351238","PUB","DE","Germany","Hessen","Frankfurt am Main"
"870354000","870354000","PUB","DE","Germany","Hessen","Frankfurt am Main"
"870356479","870356479","PUB","DE","Germany","Hessen","Frankfurt am Main"
"870371266","870371266","PUB","DE","Germany","Hessen","Frankfurt am Main"
"870374485","870374486","PUB","DE","Germany","Hessen","Frankfurt am Main"
"870389615","870389615","PUB","DE","Germany","Hessen","Frankfurt am Main"
"870419842","870419842","PUB","DE","Germany","Hessen","Frankfurt am Main"
"870423080","870423080","PUB","DE","Germany","Hessen","Frankfurt am Main"
"872047680","872047680","PUB","RU","Russian Federation","Moskva","Moscow"
"872318212","872318359","DCH","FR","France","Hauts-de-France","Roubaix"
"872363424","872363455","DCH","CZ","Czechia","Jihomoravsky kraj","Ceska"
"872407200","872407215","DCH","IT","Italy","Lombardia","Milan"
"872862953","872862953","PUB","US","United States of America","Virginia","Ashburn"
"873145249","873145949","DCH","US","United States of America","Oregon","Portland"
"873243277","873243286","DCH","US","United States of America","Oregon","Portland"
"873334048","873334099","DCH","US","United States of America","Ohio","Columbus"
"873367354","873367354","PUB","US","United States of America","Ohio","Columbus"
"873409320","873409320","PUB","US","United States of America","Ohio","Columbus"
"873441546","873441546","PUB","US","United States of America","Ohio","Columbus"
"873579104","873579104","PUB","IE","Ireland","Dublin","Dublin"
"873974358","873974358","PUB","US","United States of America","Virginia","Ashburn"
"874086272","874086478","DCH","US","United States of America","Oregon","Portland"
"874219222","874219222","PUB","US","United States of America","Oregon","Portland"
"874469332","874470303","DCH","IE","Ireland","Dublin","Dublin"
"874627857","874627857","PUB","US","United States of America","Oregon","Portland"
"874777758","874777978","DCH","US","United States of America","Oregon","Portland"
"874897842","874898097","DCH","US","United States of America","Oregon","Portland"
"875033691","875033691","VPN","US","United States of America","Oregon","Portland"
"875161335","875161589","DCH","US","United States of America","Oregon","Portland"
"875287960","875287984","DCH","US","United States of America","Oregon","Portland"
"875535536","875535536","PUB","FR","France","Ile-de-France","Paris"
"875780135","875780135","PUB","IE","Ireland","Dublin","Dublin"
"875929608","875929629","DCH","US","United States of America","California","San Francisco"
"875942574","875942673","DCH","US","United States of America","California","San Francisco"
"875953728","875953728","DCH","US","United States of America","California","San Francisco"
"876107640","876107658","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London"
"876220384","876220384","PUB","DE","Germany","Hessen","Frankfurt am Main"
"876340631","876340631","PUB","DE","Germany","Hessen","Frankfurt am Main"
"876534917","876534917","PUB","AU","Australia","New South Wales","Sydney"
"876724059","876724733","DCH","AU","Australia","New South Wales","Sydney"
"876795429","876795502","DCH","IN","India","Maharashtra","Mumbai"
"876840346","876840346","PUB","BR","Brazil","Sao Paulo","Sao Paulo"
"876936598","876936598","PUB","JP","Japan","Tokyo","Tokyo"
"877225403","877225500","DCH","US","United States of America","Virginia","Ashburn"
"877517913","877517913","PUB","SG","Singapore","Singapore","Singapore"
"877547800","877547800","PUB","KR","Korea (the Republic of)","Seoul-teukbyeolsi","Seoul"
"877619843","877619843","PUB","KR","Korea (the Republic of)","Seoul-teukbyeolsi","Seoul"
"877701282","877701282","PUB","CN","China","Beijing","Beijing"
"878043392","878043647","DCH","DE","Germany","Nordrhein-Westfalen","Dusseldorf"
"878184529","878184749","DCH","US","United States of America","Oregon","Portland"
"878314812","878314871","DCH","US","United States of America","Virginia","Ashburn"
"878346543","878346557","DCH","US","United States of America","Virginia","Ashburn"
"878376074","878376090","DCH","US","United States of America","Virginia","Ashburn"
"878412096","878412096","PUB","US","United States of America","Virginia","Ashburn"
"878542542","878542543","DCH","BR","Brazil","Sao Paulo","Sao Paulo"
"878758656","878758783","DCH","US","United States of America","Virginia","Boydton"
"878856256","878856287","DCH","KR","Korea (the Republic of)","Seoul-teukbyeolsi","Seoul"
"879103264","879103279","DCH","AU","Australia","Victoria","Melbourne"
"879512320","879512575","DCH","CH","Switzerland","Zurich","Zurich"
"880400896","880402431","DCH","US","United States of America","Washington","Redmond"
"880851626","880851626","PUB","US","United States of America","South Dakota","Sioux Falls"
"881909824","881909887","DCH","AU","Australia","New South Wales","Sydney"
"882673379","882673384","DCH","US","United States of America","Washington","Quincy"
"883244626","883244626","DCH","US","United States of America","Iowa","Des Moines"
"883723883","883723883","PUB","IN","India","Maharashtra","Pune"
"883985328","883985343","SES","US","United States of America","Iowa","Des Moines"
"884643924","884644087","DCH","US","United States of America","Virginia","Washington"
"885054833","885054833","PUB","JP","Japan","Tokyo","Tokyo"
"885188320","885188320","PUB","JP","Japan","Tokyo","Tokyo"
"885238944","885238945","PUB","JP","Japan","Tokyo","Tokyo"
"885289989","885289989","PUB","JP","Japan","Tokyo","Tokyo"
"885432716","885433154","DCH","JP","Japan","Tokyo","Tokyo"
"885599304","885599304","VPN","US","United States of America","Virginia","Ashburn"
"885835014","885835165","DCH","US","United States of America","Virginia","Ashburn"
"886040523","886040605","DCH","US","United States of America","Virginia","Ashburn"
"886329593","886329593","PUB","IE","Ireland","Dublin","Dublin"
"886671809","886671809","VPN","US","United States of America","Virginia","Ashburn"
"886950706","886950722","DCH","SG","Singapore","Singapore","Singapore"
"886999050","886999050","WEB","DE","Germany","Hessen","Frankfurt am Main"
"887081940","887081941","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London"
"887087993","887087995","DCH","US","United States of America","New York","New York City"
"887466946","887467375","DCH","HK","Hong Kong","Hong Kong","Hong Kong"
"887576741","887576742","PUB","KR","Korea (the Republic of)","Seoul-teukbyeolsi","Seoul"
"887604843","887604918","DCH","KR","Korea (the Republic of)","Busan-gwangyeoksi","Busan"
"888295732","888295732","PUB","US","United States of America","Virginia","Boydton"
"907296916","907296916","PUB","BR","Brazil","Sao Paulo","Sao Paulo"
"908359089","908359089","PUB","DE","Germany","Saarland","Saarbrucken"
"908390163","908390175","DCH","FR","France","Hauts-de-France","Roubaix"
"908416033","908416038","DCH","FR","France","Hauts-de-France","Roubaix"
"908445827","908445831","DCH","DE","Germany","Saarland","Saarbrucken"
"908478723","908478723","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","London"
"908513561","908513561","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London"
"908551337","908551375","DCH","CA","Canada","Quebec","Montreal"
"908996617","908996622","DCH","HK","Hong Kong","Hong Kong","Hong Kong"
"910268717","910268748","DCH","JP","Japan","Tokyo","Tokyo"
"910376410","910376414","DCH","US","United States of America","California","San Francisco"
"910470756","910471179","DCH","US","United States of America","Oregon","Portland"
"910631234","910631247","DCH","US","United States of America","Oregon","Portland"
"910862039","910862069","DCH","IE","Ireland","Dublin","Dublin"
"911093069","911093504","DCH","IE","Ireland","Dublin","Dublin"
"911227420","911227542","DCH","US","United States of America","Virginia","Ashburn"
"911292749","911292753","DCH","US","United States of America","Virginia","Ashburn"
"911357399","911357524","DCH","US","United States of America","Virginia","Ashburn"
"911444928","911444928","PUB","US","United States of America","Virginia","Ashburn"
"911576640","911576640","PUB","US","United States of America","Virginia","Ashburn"
"911683846","911683846","PUB","US","United States of America","Virginia","Ashburn"
"911779090","911779090","PUB","US","United States of America","Virginia","Ashburn"
"911847116","911847116","PUB","US","United States of America","Virginia","Ashburn"
"911899873","911899873","PUB","US","United States of America","Virginia","Ashburn"
"911942861","911942861","PUB","US","United States of America","Virginia","Ashburn"
"911986180","911986180","PUB","US","United States of America","Virginia","Ashburn"
"912075514","912075596","DCH","DE","Germany","Hessen","Frankfurt am Main"
"912122824","912122872","DCH","DE","Germany","Hessen","Frankfurt am Main"
"912184098","912184134","DCH","BR","Brazil","Sao Paulo","Sao Paulo"
"912250958","912251087","DCH","JP","Japan","Tokyo","Tokyo"
"915433154","915433154","PUB","US","United States of America","Virginia","Ashburn"
"915522575","915522575","PUB","US","United States of America","Virginia","Ashburn"
"915610200","915610200","PUB","US","United States of America","Virginia","Ashburn"
"915741663","915741723","DCH","US","United States of America","Oregon","Portland"
"915798899","915798965","DCH","US","United States of America","Oregon","Portland"
"915903390","915903390","PUB","SG","Singapore","Singapore","Singapore"
"915962186","915962502","DCH","US","United States of America","Virginia","Ashburn"
"916017658","916017671","DCH","US","United States of America","California","San Francisco"
"916134467","916134990","DCH","IE","Ireland","Dublin","Dublin"
"916315098","916315098","PUB","US","United States of America","Virginia","Ashburn"
"916400402","916400402","PUB","US","United States of America","Virginia","Ashburn"
"916489620","916489620","PUB","US","United States of America","Virginia","Ashburn"
"916548547","916548547","PUB","US","United States of America","Virginia","Ashburn"
"916625724","916625724","PUB","US","United States of America","Virginia","Ashburn"
"916687032","916687032","PUB","US","United States of America","Virginia","Ashburn"
"916786546","916786546","PUB","US","United States of America","Virginia","Ashburn"
"916877830","916877876","DCH","US","United States of America","Virginia","Ashburn"
"916931907","916932052","DCH","US","United States of America","Virginia","Ashburn"
"917017369","917017565","DCH","JP","Japan","Tokyo","Tokyo"
"917066097","917066184","DCH","SG","Singapore","Singapore","Singapore"
"917093303","917093303","PUB","SG","Singapore","Singapore","Singapore"
"917144810","917144810","PUB","IE","Ireland","Dublin","Dublin"
"917274507","917274584","DCH","US","United States of America","Virginia","Ashburn"
"917342719","917342940","DCH","US","United States of America","Virginia","Ashburn"
"917419508","917419652","DCH","US","United States of America","Virginia","Ashburn"
"917487395","917487480","DCH","US","United States of America","Virginia","Ashburn"
"917526788","917526925","DCH","US","United States of America","California","San Francisco"
"917558892","917558936","DCH","US","United States of America","California","San Francisco"
"917595126","917595133","DCH","US","United States of America","California","San Francisco"
"917631681","917631734","DCH","US","United States of America","California","San Francisco"
