"281470710296840","281470710296843","TH","Thailand","Phuket","Phuket","7.890479","98.398106","83120","+07:00","TOT Public Company Limited","tot.co.th","DSL","66","076","THXX0018","Phuket","520","15/47","TOT 3G"
"281470711566592","281470711568383","CN","China","Henan","Zhengzhou","34.757780","113.648610","450042","+08:00","Henan Telecom Corporation","chinatelecom.com.cn","DSL","86","0371","CHXX0165","Zhengzhou","-","-","-"
"281470713532416","281470713533183","KR","Korea (the Republic of)","Seoul-teukbyeolsi","Seoul","37.566309","126.977207","06030","+09:00","SK Broadband Co Ltd","skbroadband.com","DSL","82","02","KSXX0037","Seoul","-","-","-"
"281470715044608","281470715044863","KR","Korea (the Republic of)","Busan-gwangyeoksi","Busan","35.102780","129.040280","48700","+09:00","SK Broadband Co Ltd","skbroadband.com","DSL","82","051","KSXX0050","Pusan","-","-","-"
"281470715865344","281470715865599","FR","France","Pays-de-la-Loire","Nantes","47.217341","-1.553394","44978","+02:00","France Telecom S.A.","orange.com","DSL","33","02","FRXX0072","Nantes","208","01/02/91","Orange"
"281470716264192","281470716264447","FR","France","Bretagne","Saint-Pabu","48.566670","-4.600000","29830","+02:00","France Telecom S.A.","orange.com","DSL","33","02","FRXX0019","Brest","208","01/02/91","Orange"
"281470716690432","281470716690687","GB","United Kingdom of Great Britain and Northern Ireland","England","London","51.508530","-0.125740","WC2N","+01:00","Akamai International BV","akamai.com","T1","44","020","UKXX0085","London","-","-","-"
"281470717045248","281470717045503","GB","United Kingdom of Great Britain and Northern Ireland","England","Coton","52.210580","0.060940","CB23","+01:00","EE Limited","ee.co.uk","DSL","44","01954","UKXX0028","Cambridge","234","30","T-Mobile UK"
"281470717313280","281470717313535","GB","United Kingdom of Great Britain and Northern Ireland","England","Melton Ross","53.581810","-0.385560","DN38","+01:00","EE Limited","ee.co.uk","DSL","44","01652","UKXX0132","Scunthorpe","234","30","T-Mobile UK"
"281470717776128","281470717776383","IT","Italy","Emilia-Romagna","Bologna","44.493859","11.338558","40141","+02:00","Vodafone Italia S.p.A.","vodafone.it","DSL","39","0051","ITXX0006","Bologna","222","10","Vodafone"
"281470718224896","281470718225151","IT","Italy","Campania","Battipaglia","40.610950","14.985181","84091","+02:00","Vodafone Italia S.p.A.","vodafone.it","DSL","39","00828","ITXX0069","Salerno","222","10","Vodafone"
"281470718941952","281470718942463","IL","Israel","Tel Aviv","Tel Aviv","32.080899","34.781226","6458210","+03:00","Partner Communications Ltd.","partner.co.il","DSL","972","03","ISXX0026","Tel Aviv-Yafo","425","01","Partner"
"281470719174054","281470719174055","JP","Japan","Tokyo","Tokyo","35.689497","139.692317","100-0000","+09:00","DataWeb Global Group B.V.","datawebglobalgroup.com","T1","81","042","JAXX0085","Tokyo","-","-","-"
"281470719577088","281470719579391","SE","Sweden","Stockholms lan","Stockholm","59.332748","18.064841","19587","+02:00","Hi3G Access AB","hi3gaccess.se","DSL","46","08","SWXX0031","Stockholm","240","02","3"
"281470719894528","281470719894783","SE","Sweden","Vastra Gotalands lan","Goeteborg","57.707409","11.966732","41879","+02:00","Hi3G Access AB","hi3gaccess.se","DSL","46","031","SWXX0021","Molndal","240","02","3"
"281470720421195","281470720421195","KZ","Kazakhstan","Astana","Astana","51.180100","71.445980","020000","+05:00","Kcell JSC","kcell.kz","T1","7","0717","KZXX0002","Aqmola","401","02","Kcell"
"281470720876800","281470720877055","GR","Greece","Kentriki Makedonia","Gerakarou","40.626660","23.215660","570 20","+03:00","Otenet","otenet.gr","DSL","30","0231","GRXX0019","Salonica","202","03","OTE"
"281470721479168","281470721479679","RU","Russian Federation","Omskaya oblast'","Omsk","55.000000","73.400000","644000","+06:00","PJSC Vimpelcom","vimpelcom.com","DSL","7","0381","RSXX0080","Omsk","250","99","Beeline"
"281470721844992","281470721845247","GB","United Kingdom of Great Britain and Northern Ireland","England","Shrewsbury","52.710090","-2.752080","SY1","+01:00","TalkTalk Communications Limited","talktalkbusiness.co.uk","DSL","44","01743","UKXX0296","Shrewsbury","234","16","Talk Talk"
"281470722208256","281470722208783","DK","Denmark","Midtjylland","Tranbjerg","56.090116","10.119071","8361","+02:00","TDC Holding A/S","tdc.dk","DSL","45","086","DAXX0003","Arhus","238","01/10","TDC"
"281470722638248","281470722638255","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Simasspasocietaindustrialemetallurgicaapplicazionispeciali","telecomitalia.it","COMP","39","002","ITXX0042","Milan","-","-","-"
"281470722657056","281470722657063","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Forato SpA","telecomitalia.it","COMP","39","002","ITXX0042","Milan","-","-","-"
"281470722671912","281470722671931","IT","Italy","Piemonte","Torino","45.070490","7.686820","10138","+02:00","Telecom Italia S.p.A.","telecomitalia.it","DSL","39","0011","ITXX0081","Turin","222","01","TIM"
"281470722696832","281470722696835","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Telecom Italia S.p.A.","telecomitalia.it","DSL","39","002","ITXX0042","Milan","222","01","TIM"
"281470722723420","281470722723423","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Cristoforetti S.p.A.","telecomitalia.it","COMP","39","002","ITXX0042","Milan","-","-","-"
"281470722758684","281470722758687","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Vallesi S.p.A.","vallesigroup.com","COMP","39","002","ITXX0042","Milan","-","-","-"
"281470722774992","281470722774999","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Radio Italia S.p.A.","radioitalia.it","DSL","39","002","ITXX0042","Milan","-","-","-"
"281470722793168","281470722793171","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Telecom Italia S.p.A.","telecomitalia.it","DSL","39","002","ITXX0042","Milan","222","01","TIM"
"281470722811256","281470722811259","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Agenzia Ansa","ansa.it","COMP","39","002","ITXX0042","Milan","-","-","-"
"281470722831096","281470722831103","IT","Italy","Calabria","Tropea","38.675380","15.894790","89861","+02:00","Telecom Italia S.p.A.","telecomitalia.it","DSL","39","00963","ITXX0166","Vibo Valentia","222","01","TIM"
"281470722852856","281470722852863","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Feel Racing SRL","telecomitalia.it","COMP","39","002","ITXX0042","Milan","-","-","-"
"281470722875648","281470722875903","IT","Italy","Piemonte","Torino","45.070490","7.686820","10138","+02:00","Telecom Italia S.p.A.","telecomitalia.it","DSL","39","0011","ITXX0081","Turin","222","01","TIM"
"281470722902144","281470722902151","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Gigola E Riccardi SRL","telecomitalia.it","COMP","39","002","ITXX0042","Milan","-","-","-"
"281470722919860","281470722919863","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Telecom Italia S.p.A.","telecomitalia.it","DSL","39","002","ITXX0042","Milan","222","01","TIM"
"281470722935324","281470722935327","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Telecom Italia S.p.A.","telecomitalia.it","DSL","39","002","ITXX0042","Milan","222","01","TIM"
"281470722957848","281470722957871","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Telecom Italia S.p.A.","telecomitalia.it","DSL","39","002","ITXX0042","Milan","222","01","TIM"
"281470722974088","281470722974091","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Tecnosystem Retail SRL","telecomitalia.it","COMP","39","002","ITXX0042","Milan","-","-","-"
"281470722999528","281470722999535","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Telecom Italia S.p.A.","telecomitalia.it","DSL","39","002","ITXX0042","Milan","222","01","TIM"
"281470723029416","281470723029423","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","MASCITTIGommesrl","telecomitalia.it","COMP","39","002","ITXX0042","Milan","-","-","-"
"281470723040272","281470723040295","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Telecom Italia S.p.A.","telecomitalia.it","DSL","39","002","ITXX0042","Milan","222","01","TIM"
"281470723054920","281470723054951","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Telecom Italia S.p.A.","telecomitalia.it","DSL","39","002","ITXX0042","Milan","222","01","TIM"
"281470723081120","281470723081123","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Telecom Italia S.p.A.","telecomitalia.it","DSL","39","002","ITXX0042","Milan","222","01","TIM"
"281470723097712","281470723097727","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Telecom Italia S.p.A.","telecomitalia.it","DSL","39","002","ITXX0042","Milan","222","01","TIM"
"281470723106456","281470723106459","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Orem Revisioni S.r.l.","telecomitalia.it","COMP","39","002","ITXX0042","Milan","-","-","-"
"281470723130616","281470723131199","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Telecom Italia S.p.A.","telecomitalia.it","DSL","39","002","ITXX0042","Milan","222","01","TIM"
"281470723159144","281470723159151","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Wuerth SRL","telecomitalia.it","DSL","39","002","ITXX0042","Milan","-","-","-"
"281470723974656","281470723974911","KZ","Kazakhstan","Almaty oblysy","Raimbek","43.196010","76.750910","-","+05:00","JSC Kazakhtelecom","telecom.kz","DSL","7","0727","KZXX0001","Almaty","401","07","Altel"
"281470724103424","281470724103935","KZ","Kazakhstan","Aqmola oblysy","Zholymbet","51.743330","71.712220","020000","+05:00","JSC Kazakhtelecom","telecom.kz","DSL","7","0717","KZXX0021","Alekseevka","401","07","Altel"
"281470724201776","281470724201779","KZ","Kazakhstan","Shymkent","Shymkent","42.299674","69.599809","-","+05:00","Shymkent","telecom.kz","DSL","7","0725","KZXX0006","Shymkent","-","-","-"
"281470724291072","281470724291583","ES","Spain","Canarias","Las Palmas de Gran Canaria","28.100041","-15.413403","35309","+01:00","Telefonica de Espana Sau","telefonica.com","DSL","34","0928","SPXX0047","Las Palmas","214","05/07","movistar"
"281470724659456","281470724659711","ES","Spain","Castilla-La Mancha","Sacedon","40.480760","-2.733370","19120","+02:00","Telefonica de Espana Sau","telefonica.com","DSL","34","0949","SPXX0116","Priego","214","05/07","movistar"
"281470725136384","281470725136639","NO","Norway","Nordland","Leinesfjorden","67.775480","15.015450","8283","+02:00","Telenor Norge AS","telenor.net","DSL","47","076","NOXX0059","Skrova","242","01/12","Telenor"
"281470726096896","281470726097151","DE","Germany","Bayern","Kaufbeuren","47.882380","10.621920","87600","+02:00","Telekom Deutschland GmbH","telekom.de","DSL","49","08341","GMXX0203","Kaufbeuren","262","01/78","Telekom"
"281470727110400","281470727110655","IR","Iran (Islamic Republic of)","Khorasan-e Razavi","Sabzevar","36.212600","57.681910","-","+03:30","Iran Information Technology Company PJSC","itc.ir","DSL","98","051","IRXX0027","Sabzevar","-","-","-"
"281470727514880","281470727515135","IR","Iran (Islamic Republic of)","Azarbayjan-e Sharqi","Tabriz","38.080000","46.291900","-","+03:30","Iran Information Technology Company PJSC","itc.ir","DSL","98","041","IRXX0016","Tabriz","-","-","-"
"281470728174592","281470728174847","IT","Italy","Lombardia","Cagnola","45.492960","9.150930","20131","+02:00","Telecom Italia Mobile","tim.it","DSL","39","002","ITXX0042","Milan","222","01","TIM"
"281470728562176","281470728562943","DE","Germany","Nordrhein-Westfalen","Dusseldorf","51.221533","6.776170","40547","+02:00","Vodafone GmbH","vodafone.de","DSL","49","0211","GMXX0028","Dusseldorf","262","02/09","Vodafone"
"281470728894464","281470728894719","DE","Germany","Nordrhein-Westfalen","Duisburg","51.432526","6.764921","47051","+02:00","Vodafone GmbH","vodafone.de","DSL","49","0203","GMXX0027","Duisburg","262","02/09","Vodafone"
"281470728911960","281470728911967","DE","Germany","Baden-Wurttemberg","Mannheim","49.496520","8.479518","68169","+02:00","Mannheimer Parkhausbetriebe GmbH","vodafone-ip.de","T1","49","0621","GMXX0081","Mannheim","-","-","-"
"281470728926552","281470728926559","DE","Germany","Hamburg","Hamburg","53.575254","10.014778","22085","+02:00","Mupro Services GmbH","vodafone-ip.de","T1","49","040","GMXX0049","Hamburg","-","-","-"
"281470729329920","281470729330175","DE","Germany","Schleswig-Holstein","Luebeck","53.868981","10.687058","23539","+02:00","Telefonica Germany GmbH & Co. OHG","telefonica.de","DSL","49","0451","GMXX0074","Lubeck","262","07","O2"
"281470729824256","281470729824511","GB","United Kingdom of Great Britain and Northern Ireland","England","London","51.508530","-0.125740","E1","+01:00","SKY UK Limited","sky.com","DSL","44","020","UKXX0085","London","234","57","Sky Mobile"
"281470730247672","281470730247679","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Ivirma Italia S.r.l.","fastwebnet.it","COMP","39","002","ITXX0042","Milan","-","-","-"
"281470730257504","281470730257507","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Bonaldi Motori","fastweb.it","COMP","39","002","ITXX0042","Milan","-","-","-"
"281470730266832","281470730266847","IT","Italy","Veneto","Cura","44.981600","11.471260","45030","+02:00","Casa di Cura S.Rita","fastwebnet.it","COMP","39","00425","ITXX0027","Ferrara","-","-","-"
"281470730276780","281470730276783","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Norauto Italia","norauto.it","COMP","39","002","ITXX0042","Milan","-","-","-"
"281470730284832","281470730284847","IT","Italy","Friuli-Venezia Giulia","Lignano Sabbiadoro","45.692220","13.148060","33054","+02:00","Fastweb SpA","fastweb.it","DSL","39","00431","ITXX0189","Ronchi Legionari","222","88","Wind"
"281470730303424","281470730303431","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Victor Pumps","fastwebnet.it","COMP","39","002","ITXX0042","Milan","-","-","-"
"281470730319404","281470730319407","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Infratel Italia","fastwebnet.it","DSL","39","002","ITXX0042","Milan","-","-","-"
"281470730324704","281470730324707","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","C.I.M.T. di Francesco Emilio Venzi","fastwebnet.it","COMP","39","002","ITXX0042","Milan","-","-","-"
"281470731016816","281470731016823","IT","Italy","Lombardia","Milan","45.464336","9.188547","20155","+02:00","Sinergo","sinergo.net","COMP","39","002","ITXX0042","Milan","-","-","-"
"281470731571200","281470731571711","SE","Sweden","Orebro lan","Orebro","59.274120","15.206600","70999","+02:00","Telia Network Services","telia.com","DSL","46","019","SWXX0004","Eskilstuna","240","01","Telia"
"281470741148448","281470741148455","US","United States of America","Ohio","Columbus","39.961380","-82.997749","43215","-04:00","DoorDash","doordash.com","DSL","1","614","USOH0212","Columbus","-","-","-"
"281470748862037","281470748862037","US","United States of America","California","San Francisco","37.774930","-122.419420","94199","-07:00","Level 3 Communications Inc.","level3.com","T1","1","415","USCA0987","San Francisco","-","-","-"
"281470748920320","281470748920575","US","United States of America","Louisiana","Monroe","32.524505","-92.128516","71203","-05:00","Level 3 Communications Inc.","level3.com","T1","1","318","USLA0319","Monroe","-","-","-"
"281470748945921","281470748945921","US","United States of America","Arizona","Phoenix","33.448232","-112.074054","85003","-07:00","Level 3 Communications Inc.","level3.com","T1","1","602","USAZ0166","Phoenix","-","-","-"
"281470748953438","281470748953448","US","United States of America","Texas","Dallas","32.783060","-96.806500","75270","-05:00","Level 3 Communications Inc.","level3.com","T1","1","214/469","USTX0327","Dallas","-","-","-"
"281470749039616","281470749040383","US","United States of America","Louisiana","Monroe","32.524505","-92.128516","71203","-05:00","Level 3 Communications Inc.","level3.com","T1","1","318","USLA0319","Monroe","-","-","-"
"281470749329059","281470749329060","US","United States of America","Missouri","Saint Louis","38.637455","-90.237552","63101","-05:00","Level 3 Communications Inc.","level3.com","T1","1","314","USMO0787","Saint Louis","-","-","-"
"281470749772623","281470749772629","US","United States of America","Ohio","Cleveland","41.499227","-81.695855","44114","-04:00","Level 3 Communications Inc.","level3.com","T1","1","216/440","USOH0195","Cleveland","-","-","-"
"281470749801203","281470749801204","US","United States of America","New Mexico","Albuquerque","35.084490","-106.651140","87102","-06:00","Level 3 Communications Inc.","level3.com","T1","1","505","USNM0004","Albuquerque","-","-","-"
"281470749855946","281470749856260","US","United States of America","Illinois","Chicago","41.875772","-87.620606","60608","-05:00","Level 3 Communications Inc.","level3.com","T1","1","312/773","USIL0225","Chicago","-","-","-"
"281470749912483","281470749912488","US","United States of America","California","San Francisco","37.774930","-122.419420","94199","-07:00","Level 3 Communications Inc.","level3.com","T1","1","415","USCA0987","San Francisco","-","-","-"
"281470749949658","281470749949658","US","United States of America","North Carolina","Charlotte","35.227090","-80.843130","28263","-04:00","Level 3 Communications Inc.","level3.com","T1","1","704","USNC0121","Charlotte","-","-","-"
"281470750071552","281470750072319","US","United States of America","Louisiana","Monroe","32.524505","-92.128516","71203","-05:00","Level 3 Communications Inc.","level3.com","T1","1","318","USLA0319","Monroe","-","-","-"
"281470750405056","281470750405087","US","United States of America","New York","New York City","40.713192","-74.006065","10036","-04:00","El Al Israel Airlines","elalusa.com","COMP","1","212/646/917","USNY0996","New York","-","-","-"
"281470750445654","281470750445656","US","United States of America","Louisiana","Monroe","32.524505","-92.128516","71203","-05:00","Level 3 Communications Inc.","level3.com","T1","1","318","USLA0319","Monroe","-","-","-"
"281470750477663","281470750477825","US","United States of America","Louisiana","Monroe","32.524505","-92.128516","71203","-05:00","Level 3 Communications Inc.","level3.com","T1","1","318","USLA0319","Monroe","-","-","-"
"281470750493658","281470750493664","US","United States of America","Washington","Everett","47.979183","-122.202107","98201","-07:00","Level 3 Communications Inc.","level3.com","T1","1","425","USWA0140","Everett","-","-","-"
"281470750517057","281470750517057","US","United States of America","Texas","Houston","29.763030","-95.362061","77250","-05:00","Level 3 Communications Inc.","level3.com","T1","1","281/713","USTX0617","Houston","-","-","-"
"281470750831134","281470750831134","US","United States of America","Tennessee","Nashville","36.166290","-86.784440","37219","-05:00","Level 3 Communications Inc.","level3.com","T1","1","615","USTN0357","Nashville","-","-","-"
"281470750907904","281470750908064","US","United States of America","Illinois","Chicago","41.875772","-87.620606","60608","-05:00","Level 3 Communications Inc.","level3.com","T1","1","312/773","USIL0225","Chicago","-","-","-"
"281470751032938","281470751032938","US","United States of America","Washington","Seattle","47.604309","-122.329845","98164","-07:00","Level 3 Communications Inc.","level3.com","T1","1","206","USWA0395","Seattle","-","-","-"
"281470751147193","281470751147194","US","United States of America","Tennessee","Nashville","36.166290","-86.784440","37219","-05:00","Level 3 Communications Inc.","level3.com","T1","1","615","USTN0357","Nashville","-","-","-"
"281470751239068","281470751239071","US","United States of America","Colorado","Steamboat Springs","40.484980","-106.831720","80487","-06:00","Single Digits Inc-MDU","singledigits.com","DSL","1","970","USCO0370","Steamboat Springs","-","-","-"
"281470751389413","281470751389414","US","United States of America","North Carolina","Charlotte","35.227090","-80.843130","28263","-04:00","Level 3 Communications Inc.","level3.com","T1","1","704","USNC0121","Charlotte","-","-","-"
"281470751631034","281470751631288","US","United States of America","Florida","Jacksonville","30.332134","-81.655671","32202","-04:00","Verizon","verizon.com","DSL","1","904","USFL0228","Jacksonville","310","004/005/006/012","Verizon"
"281470752085149","281470752085150","US","United States of America","Arkansas","Little Rock","34.746480","-92.289590","72201","-05:00","Level 3 Communications Inc.","level3.com","T1","1","501","USAR0336","Little Rock","-","-","-"
"281470752722367","281470752722623","US","United States of America","Georgia","Atlanta","33.748795","-84.387543","30383","-04:00","Level 3 Communications Inc.","level3.com","T1","1","404","USGA0028","Atlanta","-","-","-"
"281470753316668","281470753316668","US","United States of America","Louisiana","Monroe","32.524505","-92.128516","71203","-05:00","Level 3 Communications Inc.","level3.com","T1","1","318","USLA0319","Monroe","-","-","-"
"281470753327210","281470753327220","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","52.378502","4.899980","1000","+02:00","Level 3 Communications Inc.","level3.com","T1","31","020","NLXX0002","Amsterdam","-","-","-"
"281470753358698","281470753358698","US","United States of America","Wisconsin","Milwaukee","43.039300","-87.906470","53270","-05:00","Level 3 Communications Inc.","level3.com","T1","1","414","USWI0455","Milwaukee","-","-","-"
"281470753412129","281470753412130","US","United States of America","New York","New York City","40.713192","-74.006065","10001","-04:00","Level 3 Communications Inc.","level3.com","T1","1","212/646/718/917","USNY0996","New York","-","-","-"
"281470753426067","281470753426073","US","United States of America","Georgia","Atlanta","33.748795","-84.387543","30383","-04:00","Level 3 Communications Inc.","level3.com","T1","1","404","USGA0028","Atlanta","-","-","-"
"281470753430663","281470753430664","US","United States of America","Louisiana","Monroe","32.524505","-92.128516","71203","-05:00","Level 3 Communications Inc.","level3.com","T1","1","318","USLA0319","Monroe","-","-","-"
"281470753508015","281470753508085","US","United States of America","Florida","Tampa","27.947520","-82.458430","33695","-04:00","Level 3 Communications Inc.","level3.com","T1","1","813","USFL0481","Tampa","-","-","-"
"281470754040967","281470754041087","US","United States of America","California","San Jose","37.339390","-121.894960","95115","-07:00","Level 3 Communications Inc.","level3.com","T1","1","408","USCA0993","San Jose","-","-","-"
"281470765786584","281470765786603","GB","United Kingdom of Great Britain and Northern Ireland","England","Manchester","53.480950","-2.237430","M1","+01:00","Gamma Telecom Holdings Ltd","gamma.co.uk","DSL","44","0161","UKXX0092","Manchester","-","-","-"
"281470766139040","281470766139047","DE","Germany","Hessen","Fulda","50.551749","9.675024","36037","+02:00","This Space is Statically Assigned","vodafone.com","DSL","49","0661","GMXX0247","Fulda","-","-","-"
"281470766147584","281470766147591","DE","Germany","Hamburg","Hamburg","53.575254","10.014778","22085","+02:00","This Space is Statically Assigned","vodafone.com","DSL","49","040","GMXX0049","Hamburg","-","-","-"
"281470766232836","281470766232838","DE","Germany","Sachsen","Falkenstein","50.477850","12.371563","08223","+02:00","Timme Hosting GmbH & Co. KG","timmehosting.de","T1","49","03745","GMXX0261","Plauen","-","-","-"
"281470766279677","281470766279679","DE","Germany","Sachsen","Falkenstein","50.477850","12.371563","08223","+02:00","Timme Hosting GmbH & Co. KG","timmehosting.de","T1","49","03745","GMXX0261","Plauen","-","-","-"
"281470766460928","281470766462207","RO","Romania","Ilfov","Voluntari","44.466687","26.133826","077190","+03:00","Digi Romania S.A.","rcs-rds.ro","DSL","40","021","ROXX0003","Bucharest","226","05","Digi.Mobil"
"281470767132672","281470767132927","DE","Germany","Bayern","Munich","48.137430","11.575490","80331","+02:00","Leonet Group GmbH","ccnst.de","DSL","49","089","GMXX0087","Munich","-","-","-"
"281470767707392","281470767707647","AE","United Arab Emirates","Abu Zaby","Al Ain","24.191768","55.760545","-","+04:00","Emirates Integrated Telecommunications Company PJSC","du.ae","DSL","971","03","MUXX0005","Buraimi","424","03","du"
"281470767976848","281470767976863","RO","Romania","Vrancea","Focsani","45.700000","27.183330","620250","+03:00","GTS Telecom SRL","gtstelecom.ro","DSL","40","0237","ROXX0008","Focsani","-","-","-"
"281470768242817","281470768242817","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","52.378502","4.899980","1000","+02:00","DSTORAGE s.a.s.","dstorage.fr","T1","31","020","NLXX0002","Amsterdam","-","-","-"
"281470768579412","281470768579419","DE","Germany","Saarland","Saarlouis","49.313660","6.751540","66740","+02:00","inexio Informationstechnologie und Telekommunikation Gmbh","inexio.net","DSL","49","06831","GMXX0208","Merzig","-","-","-"
"281470768919808","281470768920063","FR","France","Occitanie","Nimes","43.833426","4.349928","30975","+02:00","Bouygues Telecom SA","bouyguestelecom.fr","DSL","33","04","FRXX0165","Nimes","208","20/21/88","Bouygues"
"281470769303808","281470769303808","GB","United Kingdom of Great Britain and Northern Ireland","England","London","51.508530","-0.125740","WC2N","+01:00","Core-Backbone GmbH","core-backbone.com","T1","44","020","UKXX0085","London","-","-","-"
"281470769424201","281470769424203","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","52.378502","4.899980","1000","+02:00","Stackscale B.V.","stackscale.com","T1","31","020","NLXX0002","Amsterdam","-","-","-"
"281470769775512","281470769775519","KZ","Kazakhstan","Qyzylorda oblysy","Kyzylorda","44.852780","65.509170","120014","+05:00","Kyzylorda","telecom.kz","DSL","7","0777","KZXX0045","Kzyl-Orda","-","-","-"
"281470769802196","281470769802351","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","UNIDATA S.p.A.","uni.it","DSL","39","002","ITXX0042","Milan","-","-","-"
"281470770112768","281470770113023","GB","United Kingdom of Great Britain and Northern Ireland","England","Wimblington","52.509250","0.084160","PE15","+01:00","SKY UK Limited","sky.com","DSL","44","01354","UKXX1767","Wisbech","234","57","Sky Mobile"
"281470770450176","281470770450431","IR","Iran (Islamic Republic of)","Tehran","Tehran","35.694240","51.421310","11369","+03:30","Rightel Communication Service Company PJS","rightel.ir","DSL","98","021","IRXX0018","Tehran","432","20","Rightel"
"281470770997248","281470770997503","GB","United Kingdom of Great Britain and Northern Ireland","England","London","51.508530","-0.125740","N18","+01:00","British Telecommunications Plc","bt.com","DSL","44","020","UKXX0085","London","234","00/76","BT"
"281470771798528","281470771798783","IT","Italy","Friuli-Venezia Giulia","Pordenone","45.963877","12.657577","33170","+02:00","Vodafone Italia S.p.A.","vodafone.it","DSL","39","00434","ITXX0135","Pordenone","222","10","Vodafone"
"281470771929104","281470771929111","IT","Italy","Lombardia","Milan","45.464336","9.188547","20131","+02:00","Bosia F.lli Giovanni - Giuseppe E Carlo","telecomitalia.it","COMP","39","002","ITXX0042","Milan","-","-","-"
