"16777216","16777471","DCH","AU","Australia","Queensland","Brisbane","APNIC and CloudFlare DNS Resolver Project","cloudflare.com","CDN","13335","CloudFlare Inc","1","-"
"2456254549","2456254551","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Servers Tech Fzco","vdsina.com","DCH","216071","Servers Tech Fzco","1","-"
"2457071551","2457071551","PUB","US","United States of America","Pennsylvania","Easton","RCN","astound.com","DCH","6079","RCN","30","-"
"2459220099","2459220100","PUB","US","United States of America","Colorado","Florence","GCHAO LLC","gchao.com","DCH","26658","HT","30","-"
"2459853703","2459853703","DCH","RU","Russian Federation","Krasnodarskiy kray","Krasnodar","SM Ltd.","metrosg.ru","DCH","210616","SM Ltd.","1","-"
"2459857801","2459857801","DCH","RU","Russian Federation","Novosibirskaya oblast'","Novosibirsk","SM Ltd.","metrosg.ru","DCH","210616","SM Ltd.","1","-"
"2461603321","2461603322","DCH","BE","Belgium","Brussels Hoofdstedelijk Gewest","Brussels","Hosting Services Inc","midphase.com","DCH","29302","Hosting Services Inc","1","-"
"2461649450","2461649450","PUB","RU","Russian Federation","Sankt-Peterburg","Saint Petersburg","Petersburg Internet Network Ltd.","pinspb.ru","DCH","16321","Petersburg Internet Network Ltd.","30","-"
"2461650655","2461650655","DCH","RU","Russian Federation","Sankt-Peterburg","Saint Petersburg","Petersburg Internet Network Ltd.","pinspb.ru","DCH","34665","Petersburg Internet Network Ltd.","1","-"
"2461937808","2461937835","DCH","US","United States of America","California","Santa Clara","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","1","-"
"2461951780","2461951785","DCH","SG","Singapore","Singapore","Singapore","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","1","-"
"2461960937","2461960937","DCH","US","United States of America","California","Santa Clara","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","22","SCANNER"
"2461968793","2461968793","DCH","US","United States of America","California","Santa Clara","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","11","SCANNER"
"2461989066","2461989066","VPN","CA","Canada","Ontario","Toronto","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","1","-"
"2464924355","2464924355","PUB","US","United States of America","California","San Jose","Oracle Corporation","oracle.com","DCH","31898","Oracle Corporation","30","-"
"2465696400","2465696431","DCH","NO","Norway","Oslo","Oslo","IP-Only Networks AS","ip-only.fi","DCH","12552","GlobalConnect AB","1","-"
"2467039791","2467039823","DCH","NL","Netherlands (Kingdom of the)","Fryslan","Leeuwarden","DDFR IT Infra & Security B.V.","ddfr.nl","DCH","35467","DDFR IT Infra & Security B.V.","1","-"
"2469215236","2469215236","PUB","US","United States of America","Georgia","Atlanta","Global Connectivity Solutions LLP","globconnex.com","DCH","215540","Global Connectivity Solutions LLP","30","-"
"2469231927","2469231929","DCH","US","United States of America","California","Fremont","Huize Holdings LLC","huize.asia","DCH","400992","ZhouyiSat Communications","1","-"
"2469243472","2469243479","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Timeweb LLP","timeweb.cloud","DCH","210976","Timeweb LLP","1","-"
"2469257879","2469257882","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Timeweb LLP","timeweb.cloud","DCH","210976","Timeweb LLP","1","-"
"2469538256","2469538271","DCH","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","Cti Food Supply","csloxinfo.com","DCH","4750","CS Loxinfo Public Company Limited","1","-"
"2469753913","2469753914","VPN","US","United States of America","California","San Jose","Blazing SEO LLC","blazingseollc.com","DCH","64267","Sprious LLC","1","-"
"2469756725","2469756725","VPN","US","United States of America","California","Los Angeles","Blazing SEO LLC","blazingseollc.com","DCH","397630","Blazing SEO LLC","28","-"
"2471220081","2471220081","SES","US","United States of America","California","Sacramento","Facebook Israel Ltd","facebook.com","SES","34825","Facebook Israel Ltd","1","-"
"2471375892","2471375892","PUB","RO","Romania","Iasi","Iasi","Telepath SRL","extreme.nt.ro","DCH","-","-","30","-"
"2471409270","2471409270","PUB","EE","Estonia","Harjumaa","Tallinn","Ivan Bulavkin","onerinvestments.com","DCH","26548","PureVoltage Hosting Inc.","30","-"
"2471428625","2471428625","DCH","FR","France","Grand-Est","Strasbourg","BounceZero Ltd","bouncezero.com","DCH","198075","BounceZero Ltd","1","-"
"2472175903","2472175903","DCH","BE","Belgium","Liege","Butgenbach","Nimbus IP Networks BV","nimbusip.nl","DCH","201891","Nimbus IP Networks BV","1","-"
"2472177149","2472177151","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Nimbus IP Networks BV","nimbusip.nl","DCH","201891","Nimbus IP Networks BV","1","-"
"2472199721","2472199721","DCH","BE","Belgium","Liege","Butgenbach","Nimbus IP Networks BV","nimbusip.nl","DCH","201891","Nimbus IP Networks BV","1","-"
"2472293574","2472293574","VPN","US","United States of America","California","Los Angeles","Blazing SEO LLC","blazingseollc.com","DCH","64267","Sprious LLC","1","-"
"2472382917","2472383146","DCH","US","United States of America","New York","Orangeburg","Contabo GmbH","contabo.com","DCH","40021","Contabo Inc.","1","-"
"2474491904","2474492159","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Saint Albans","Internet Utilities Europe and Asia Limited","cyberassets.ae","DCH","2488","International Institute for Applied Systems Analysis","1","-"
"2475148656","2475148663","DCH","PL","Poland","Dolnoslaskie","Wroclaw","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-"
"2475185657","2475185657","PUB","JP","Japan","Tokyo","Tokyo","Customer of IPXO","ipxo.com","DCH","396356","Latitude.sh","21","-"
"2475413075","2475413075","PUB","ID","Indonesia","Jakarta Raya","Jakarta","Alibaba Cloud LLC","alicloud.com","DCH","45102","Alibaba (US) Technology Co. Ltd.","30","-"
"2478215215","2478215331","VPN","CA","Canada","Ontario","Toronto","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","1","-"
"2478229866","2478229866","DCH","US","United States of America","California","Santa Clara","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","18","SCANNER"
"2478240319","2478240322","DCH","US","United States of America","California","Santa Clara","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","1","-"
"2478416364","2478416364","DCH","US","United States of America","California","Palo Alto","Mighty Software Inc.","mightynetworks.com","DCH","209242","CloudFlare London LLC","1","-"
"2480974047","2480974193","DCH","US","United States of America","Illinois","Chicago","Oracle Corporation","oracle.com","DCH","31898","Oracle Corporation","1","-"
"2482188608","2482188671","DCH","DE","Germany","Berlin","Berlin","Microsoft Limited","microsoft.com","DCH","8075","Microsoft Corporation","1","-"
"2482984240","2482984241","PUB","US","United States of America","Arizona","Phoenix","Leaseweb USA Inc.","leaseweb.com","DCH","395954","Leaseweb USA Inc.","30","-"
"2486900528","2486900528","DCH","US","United States of America","Michigan","Rochester Hills","Msen Inc.","msen.com","DCH","7029","Windstream Communications LLC","1","-"
"2487368299","2487368369","DCH","TW","Taiwan (Province of China)","Taipei","Taipei","Netsec","p339.com","DCH","45753","Netsec Limited","1","-"
"2487706643","2487706643","VPN","PT","Portugal","Leiria","Leiria","Vodafone Portugal - Communicacoes Pessoais S.A.","vodafone.pt","ISP/MOB","12353","Vodafone Portugal - Communicacoes Pessoais S.A.","16","-"
"2488395520","2488396287","DCH","PL","Poland","Mazowieckie","Warsaw","Naukowa I Akademicka Siec Komputerowa - Panstwowy Instytut Badawczy","nask.pl","DCH","1887","Naukowa I Akademicka Siec Komputerowa - Panstwowy Instytut Badawczy","1","-"
"2490434564","2490434571","DCH","IN","India","Maharashtra","Mumbai","OVHTech R&D (India) Private Limited","ovh.net","DCH","16276","OVH SAS","1","-"
"2491907837","2491907837","PUB","US","United States of America","California","Los Angeles","Brander Group Inc.","brandergroup.net","DCH","35916","Multacom Corporation","30","-"
"2491919872","2491920127","DCH","UA","Ukraine","Donetska oblast","Mariupol'","Internet Utilities Europe and Asia Limited","ukservers.com","DCH","42831","UK Dedicated Servers Limited","1","-"
"2491923649","2491923650","PUB","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Internet Utilities Europe and Asia Limited","cyberassets.ae","DCH","60781","Leaseweb Netherlands B.V.","30","-"
"2492139368","2492139374","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","ServiceNow Inc","servicenow.com","DCH","16839","ServiceNow Inc","1","-"
"2493065862","2493065862","DCH","DE","Germany","Hessen","Frankfurt am Main","CDS Global Cloud Co. Ltd","cdsglobalcloud.com","DCH","63199","CDS Global Cloud Co. Ltd","1","-"
"2493097720","2493097720","DCH","US","United States of America","Texas","Plano","CDS Global Cloud Co. Ltd","cdsglobalcloud.com","DCH","63199","CDS Global Cloud Co. Ltd","1","-"
"2497013063","2497013063","PUB","MX","Mexico","Colima","Colima","Universidad de Colima","ucol.mx","EDU","15236","Universidad de Colima","26","-"
"2498113268","2498113268","DCH","IT","Italy","-","-","Fortinet Inc.","fortinet.com","DCH","40934","Fortinet Inc.","1","-"
"2499502480","2499502495","DCH","DE","Germany","Sachsen","Falkenstein","Hetzner Online GmbH","hetzner.de","DCH","24940","Hetzner Online GmbH","1","-"
"2499529104","2499529119","DCH","DE","Germany","Sachsen","Falkenstein","Hetzner Online GmbH","hetzner.de","DCH","24940","Hetzner Online GmbH","1","-"
"2499653504","2499653535","DCH","GB","United Kingdom of Great Britain and Northern Ireland","Northern Ireland","Church Hill","Aspire Technology Solutions Ltd","aspire-ts.com","DCH","51043","Aspire Technology Solutions Ltd","1","-"
"2499972352","2499973119","DCH","US","United States of America","Mississippi","Jackson","Cogent Communications LLC","cogentco.com","DCH","174","Cogent Communications LLC","1","-"
"2500198918","2500198918","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Cogent Communications LLC","cogentco.com","DCH","174","Cogent Communications LLC","1","-"
"2500218890","2500218896","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH","174","Cogent Communications LLC","1","-"
"2500233328","2500233335","DCH","DK","Denmark","Hovedstaden","Copenhagen","Cogent Communications LLC","cogentco.com","DCH","174","Cogent Communications LLC","1","-"
"2500240025","2500240025","DCH","FR","France","Ile-de-France","Paris","Cogent Communications LLC","cogentco.com","DCH","174","Cogent Communications LLC","1","-"
"2500279296","2500279551","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Cogent Communications LLC","cogentco.com","DCH","63217","Vistex Inc.","1","-"
"2500539496","2500539497","DCH","FR","France","Pays-de-la-Loire","Nantes","Cogent Communications LLC","cogentco.com","DCH","174","Cogent Communications LLC","1","-"
"2500570672","2500570672","DCH","US","United States of America","District of Columbia","Washington","Cogent Communications LLC","cogentco.com","DCH","174","Cogent Communications LLC","1","-"
"2500674592","2500674623","DCH","DE","Germany","Hessen","Frankfurt am Main","Cogent Communications LLC","cogentco.com","DCH","174","Cogent Communications LLC","1","-"
"2500707644","2500707644","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","Oxford","Cogent Communications LLC","cogentco.com","DCH","42611","Full Fibre Limited","30","-"
"2500739840","2500740095","DCH","US","United States of America","Virginia","Arlington","Cogent Communications LLC","cogentco.com","DCH","174","Cogent Communications LLC","1","-"
"2500786248","2500786248","DCH","US","United States of America","District of Columbia","Washington","Cogent Communications LLC","cogentco.com","DCH","174","Cogent Communications LLC","1","-"
"2500992569","2500992570","DCH","CO","Colombia","Distrito Capital de Bogota","Bogota","LogicWeb Inc","logicweb.com","DCH","272102","Besser Solutions C.A.","1","-"
"2501000081","2501000083","DCH","AU","Australia","New South Wales","Sydney","LogicWeb Inc.","logicweb.com","DCH","133120","Hosted Network Pty Ltd","1","-"
"2501007424","2501007424","DCH","JP","Japan","Tokyo","Tokyo","LogicWeb Inc","logicweb.com","DCH","2516","KDDI Corporation","1","-"
"2501012709","2501012712","DCH","SG","Singapore","Singapore","Singapore","LogicWeb Inc","logicweb.com","DCH","64286","LogicWeb Inc","1","-"
"2501015839","2501015839","DCH","US","United States of America","Florida","Boca Raton","LogicWeb Inc","logicweb.com","DCH","64286","LogicWeb Inc","1","-"
"2501027465","2501027477","DCH","US","United States of America","Florida","Boca Raton","LogicWeb Inc","logicweb.com","DCH","64286","LogicWeb Inc","1","-"
"2501038277","2501038277","DCH","SG","Singapore","Singapore","Singapore","LogicWeb Inc","logicweb.com","DCH","64286","LogicWeb Inc","1","-"
"2501040055","2501040055","DCH","SG","Singapore","Singapore","Singapore","LogicWeb Inc","logicweb.com","DCH","64286","LogicWeb Inc","1","-"
"2501041885","2501041888","DCH","SG","Singapore","Singapore","Singapore","LogicWeb Inc","logicweb.com","DCH","64286","LogicWeb Inc","1","-"
"2501043832","2501043832","DCH","HK","Hong Kong","Hong Kong","Hong Kong","CGI Global Limited","cloudbackbone.net","DCH","174","Cogent Communications LLC","1","-"
"2501045770","2501045770","DCH","HK","Hong Kong","Hong Kong","Hong Kong","CGI Global Limited","cloudbackbone.net","DCH","64286","LogicWeb Inc","1","-"
"2501047628","2501047628","DCH","SG","Singapore","Singapore","Singapore","CGI Global Limited","cloudbackbone.net","DCH","9009","M247 Europe SRL","1","-"
"2501049452","2501049452","DCH","HK","Hong Kong","Hong Kong","Hong Kong","CGI Global Limited","cloudbackbone.net","DCH","2516","KDDI Corporation","1","-"
"2501109381","2501109381","VPN","US","United States of America","Delaware","Wilmington","Oculus Networks Inc","oculusproxies.com","DCH","20473","The Constant Company LLC","13","-"
"2501114173","2501114173","VPN","US","United States of America","Delaware","Wilmington","Oculus Networks Inc","oculusproxies.com","DCH","20473","The Constant Company LLC","9","-"
"2501178960","2501178961","VPN","US","United States of America","California","Los Angeles","Blazing SEO LLC","blazingseollc.com","DCH","64267","Sprious LLC","1","-"
"2501643712","2501643723","DCH","US","United States of America","Washington","Kent","Vultr Holdings LLC","vultr.com","DCH","20473","The Constant Company LLC","1","-"
"2501659504","2501659504","PUB","US","United States of America","California","Los Angeles","Vultr Holdings LLC","vultr.com","DCH","20473","The Constant Company LLC","30","-"
"2501676793","2501676793","PUB","SG","Singapore","Singapore","Singapore","The Constant Company LLC","constant.com","DCH","20473","The Constant Company LLC","30","-"
"2501692217","2501692217","PUB","US","United States of America","California","Santa Clara","Vultr Holdings LLC","vultr.com","DCH","20473","The Constant Company LLC","30","-"
"2501705906","2501705911","DCH","US","United States of America","District of Columbia","Washington","Cogent Communications LLC","cogentco.com","DCH","174","Cogent Communications LLC","1","-"
"2501813099","2501813099","DCH","HK","Hong Kong","Hong Kong","Hong Kong","Cogent Communications LLC","cogentco.com","DCH","133199","SonderCloud Limited","1","-"
"2501818626","2501818626","DCH","US","United States of America","California","Los Angeles","Cogent Communications LLC","cogentco.com","DCH","133199","SonderCloud Limited","1","-"
"2501822086","2501822086","DCH","US","United States of America","California","Los Angeles","Cogent Communications LLC","cogentco.com","DCH","133199","SonderCloud Limited","1","-"
"2501825319","2501825320","DCH","HK","Hong Kong","Hong Kong","Hong Kong","Cogent Communications LLC","cogentco.com","DCH","133199","SonderCloud Limited","1","-"
"2501830279","2501830279","DCH","HK","Hong Kong","Hong Kong","Hong Kong","Cogent Communications LLC","cogentco.com","DCH","133199","SonderCloud Limited","1","-"
"2502103296","2502104063","DCH","US","United States of America","Virginia","Arlington","Cogent Communications LLC","cogentco.com","DCH","174","Cogent Communications LLC","1","-"
"2502429006","2502429006","PUB","FR","France","Auvergne-Rhone-Alpes","Valence","S.A.S.U. Koesio Networks","koesio.com","DCH","197033","KOESIO Networks SAS","30","-"
"2502468981","2502468981","DCH","PK","Pakistan","Punjab","Faisalabad","Transworld Associates (Pvt) Ltd.","tw1.com","DCH","45669","PMCL /LDI IP Transit","1","-"
"2502476543","2502476544","PUB","PK","Pakistan","Sindh","Karachi","Transworld Associates (Pvt) Ltd.","tw1.com","DCH","45669","PMCL /LDI IP Transit","30","-"
"2502480886","2502480886","PUB","PK","Pakistan","Islamabad","Islamabad","Transworld Associates (Pvt) Ltd.","tw1.com","DCH","45669","PMCL /LDI IP Transit","30","-"
"2502489007","2502489007","DCH","PK","Pakistan","Islamabad","Islamabad","Transworld Associates (Pvt) Ltd.","tw1.com","DCH","135407","Trans World Enterprise Services (Private) Limited","1","-"
"2503114520","2503114520","DCH","PL","Poland","Mazowieckie","Warsaw","MevSpace","mevspace.com","DCH","201814","MEVSPACE Sp. z o.o.","1","BOTNET"
"2503149241","2503149243","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Rackdog LLC","rackdog.com","DCH","3320","Deutsche Telekom AG","1","-"
"2503390017","2503390615","DCH","JP","Japan","Osaka","Osaka","ITEC Hankyu Hanshin Co. Ltd.","hankyu-hanshin.co.jp","DCH","7524","ITEC Hankyu Hanshin Co. Ltd.","1","-"
"2503506323","2503506331","DCH","CA","Canada","Quebec","Montreal","OVH Hosting Inc.","ovh.com","DCH","16276","OVH SAS","1","-"
"2503539740","2503539743","DCH","IN","India","West Bengal","Kolkata","OVH Hosting Inc.","ovh.com","DCH","16276","OVH SAS","1","-"
"2503545100","2503545100","PUB","US","United States of America","Florida","Boca Raton","LogicWeb Inc","logicweb.com","DCH","64286","LogicWeb Inc","30","-"
"2503557843","2503557843","DCH","SG","Singapore","Singapore","Singapore","LogicWeb Inc","logicweb.com","DCH","64286","LogicWeb Inc","1","-"
"2503562752","2503562758","DCH","NL","Netherlands (Kingdom of the)","Limburg","Kerkrade","LogicWeb Inc","logicweb.com","DCH","200277","LLC Eurodonbas","1","-"
"2503565237","2503565237","DCH","US","United States of America","New Jersey","Edison","LogicWeb Inc","logicweb.com","DCH","174","Cogent Communications LLC","1","-"
"2503568170","2503568171","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","LogicWeb Inc","logicweb.com","DCH","215224","Novoserve B.V.","1","-"
"2503580179","2503580179","DCH","US","United States of America","Florida","Boca Raton","LogicWeb Inc","logicweb.com","DCH","64286","LogicWeb Inc","1","-"
"2503586008","2503586009","DCH","US","United States of America","Florida","Boca Raton","LogicWeb Inc","logicweb.com","DCH","64286","LogicWeb Inc","1","-"
"2503591323","2503591323","DCH","SG","Singapore","Singapore","Singapore","LogicWeb Inc","logicweb.com","DCH","174","Cogent Communications LLC","1","-"
"2503593188","2503593189","DCH","SG","Singapore","Singapore","Singapore","LogicWeb Inc","logicweb.com","DCH","174","Cogent Communications LLC","1","-"
"2503595229","2503595231","DCH","SG","Singapore","Singapore","Singapore","LogicWeb Inc","logicweb.com","DCH","174","Cogent Communications LLC","1","-"
"2503597036","2503597038","DCH","SG","Singapore","Singapore","Singapore","LogicWeb Inc","logicweb.com","DCH","174","Cogent Communications LLC","1","-"
"2503600889","2503600889","DCH","US","United States of America","New Jersey","Edison","LogicWeb Inc","logicweb.com","DCH","174","Cogent Communications LLC","1","-"
"2504182272","2504183039","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH","174","Cogent Communications LLC","1","-"
"2504725745","2504725805","DCH","US","United States of America","Indiana","Newburgh","RCN","astound.com","DCH","6079","RCN","1","-"
"2504935054","2504935059","DCH","BR","Brazil","Parana","Jaguariaiva","Cogent Communications LLC","cogentco.com","DCH","52630","Mottanet Ti - Servicos de Tecnologia da Info","1","-"
"2505482524","2505482524","PUB","HN","Honduras","Francisco Morazan","Tegucigalpa","Cogent Communications LLC","cogentco.com","DCH","27884","CableColor S.A.","30","-"
"2505577198","2505577198","VPN","DE","Germany","Hessen","Frankfurt am Main","DataCamp Limited","datacamp.co.uk","DCH","212238","DataCamp Limited","1","-"
"2505798372","2505798372","PUB","ES","Spain","Madrid, Comunidad de","Madrid","Cogent Communications LLC","cogentco.com","DCH","34977","Procono S.A.","30","-"
"2506187776","2506188272","DCH","US","United States of America","Virginia","Ashburn","Datatility Inc.","datatility.com","DCH","14244","NSI Hosting","1","-"
"2506549781","2506549781","VPN","DE","Germany","Hessen","Frankfurt am Main","CDN77","cdn77.com","CDN","212238","DataCamp Limited","18","-"
"2506681114","2506681116","VPN","US","United States of America","Mississippi","Jackson","Cogent Communications LLC","cogentco.com","DCH","174","Cogent Communications LLC","1","-"
"2506872144","2506872144","PUB","AR","Argentina","Cordoba","Cordoba","Cogent Communications LLC","cogentco.com","DCH","267900","Establecimiento Cascada Blanca S.A","1","-"
"2507573234","2507573243","DCH","MY","Malaysia","Johor","Kulai","Oracle Corporation","oracle.com","DCH","31898","Oracle Corporation","1","-"
"2507693950","2507693950","PUB","US","United States of America","Nebraska","Omaha","Ubiquity Nebraska LLC","ubiquity.com","DCH","20135","Millennium Telcom LLC","30","-"
"2508292247","2508292266","DCH","US","United States of America","Georgia","Atlanta","Alibaba Cloud (Singapore) Private Limited","alicloud.com","DCH","45102","Alibaba (US) Technology Co. Ltd.","1","-"
"2508320682","2508320682","PUB","ID","Indonesia","Jakarta Raya","Jakarta","Alibaba Cloud (Singapore) Private Limited","alicloud.com","DCH","45102","Alibaba (US) Technology Co. Ltd.","30","-"
"2509374784","2509374791","DCH","NL","Netherlands (Kingdom of the)","Zuid-Holland","Rotterdam","Ihccfw2Root","intermax.nl","DCH","24586","Intermax Group B.V.","1","-"
"2513049252","2513049259","DCH","FR","France","Hauts-de-France","Roubaix","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-"
"2513085616","2513085642","DCH","FR","France","Hauts-de-France","Roubaix","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-"
"2515079264","2515079295","DCH","DE","Germany","Hessen","Frankfurt am Main","NTT Global Data Centers EMEA GmbH","ntt.com","DCH","203329","NTT Global Data Centers EMEA GmbH","1","-"
"2516077111","2516077111","DCH","US","United States of America","Texas","Dallas","Cytracom","cytracom.com","DCH","396163","My Digital Shield Inc.","1","-"
"2517388292","2517388292","DCH","JP","Japan","Tokyo","Tokyo","Japan Network Information Center","nic.ad.jp","DCH","2907","Research Organization of Information and Systems National Institute of Informatics","1","-"
"2519647136","2519647232","DCH","JP","Japan","Okayama","Okayama","Japan Network Information Center","nic.ad.jp","DCH","2907","Research Organization of Information and Systems National Institute of Informatics","1","-"
"2522821824","2522821855","DCH","JP","Japan","Tokyo","Tokyo","GMO Internet Inc.","gmo.jp","DCH","7506","GMO Internet Inc.","1","-"
"2523646669","2523646673","VPN","LV","Latvia","Riga","Riga","HostRoyale Technologies Pvt Ltd","hostroyale.com","DCH","43513","SIA Nano IT","1","-"
"2523756707","2523756728","DCH","HK","Hong Kong","Hong Kong","Hong Kong","Tencent Cloud Computing (Beijing) Co. Ltd.","tencent.com","DCH","132203","Tencent Building Kejizhongyi Avenue","1","-"
"2524212557","2524212557","PUB","TW","Taiwan (Province of China)","Taipei","Taipei","Chief Telecom Inc.","chief.com.tw","DCH","131627","Peicity Digital Cable Television. Ltd","30","-"
"2524252791","2524252791","PUB","TW","Taiwan (Province of China)","Taipei","Taipei","Chief Telecom Inc.","chief.com.tw","DCH","38851","TNET Communication Inc. 10F. No.78 Sec. 2 Chongxin Rd. Sanchong Dist. New Taipei City Taiwan (R.O.C Taiwan 241)","30","-"
"2524301623","2524301720","DCH","TW","Taiwan (Province of China)","Taipei","Taipei","Chief Telecom Inc.","chief.com.tw","DCH","131607","Digidom CableTV Co. Ltd.","1","-"
"2525060574","2525060574","VPN","US","United States of America","California","San Francisco","TruView LLC","truviewllc.com","DCH","207990","HostRoyale Technologies Pvt Ltd","3","-"
"2525527932","2525527962","DCH","US","United States of America","Virginia","Ashburn","Oracle Public Cloud","oracle.com","DCH","31898","Oracle Corporation","1","-"
"2525962333","2525962333","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","London","BT Americas Inc.","bt.com","DCH","6871","British Telecommunications Limited","30","-"
"2525982371","2525982555","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","BT Americas Inc.","bt.com","DCH","6871","British Telecommunications Limited","1","-"
"2526001013","2526001013","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","London","BT Americas Inc.","bt.com","DCH","6871","British Telecommunications Limited","30","-"
"2526017865","2526017901","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","BT Americas Inc.","bt.com","DCH","6871","British Telecommunications Limited","1","-"
"2531151616","2531151871","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","-","-","1","-"
"2531705338","2531705399","DCH","JP","Japan","Tokyo","Tokyo","Oracle Corporation","oracle.com","DCH","31898","Oracle Corporation","1","-"
"2532395015","2532395015","PUB","AT","Austria","Wien","Vienna","Serv.Host Group Ltd","serv.host","DCH","207957","Serv.Host Group Ltd","30","-"
"2532402663","2532402663","VPN","EE","Estonia","Harjumaa","Tallinn","Serv.Host Group Ltd","serv.host","DCH","207957","Serv.Host Group Ltd","18","-"
"2532436144","2532436144","VPN","ZA","South Africa","Mpumalanga","Breyten","Bunny Communications LLC","bunnycommunications.com","DCH","399073","Bunny Technology LLC","20","-"
"2533222889","2533222890","DCH","US","United States of America","California","San Jose","Cisco WebEx LLC","cisco.com","DCH","13445","Cisco WebEx LLC","1","-"
"2533637096","2533637103","DCH","IT","Italy","Campania","Capaccio","Soluzioni Informatiche SRL","websolinfo.it","DCH","1267","Wind Tre S.p.A.","1","-"
"2538636716","2538636781","DCH","FR","France","Hauts-de-France","Roubaix","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-"
"2540018688","2540019711","DCH","IN","India","Tamil Nadu","Chennai","Fastly Inc.","fastly.com","CDN","54113","Fastly Inc.","1","-"
"2540907166","2540907166","PUB","PL","Poland","Mazowieckie","Warsaw","Warsaw Poland","netprotect.com","DCH","12876","Scaleway SAS","30","-"
"2540919352","2540919361","DCH","PL","Poland","Mazowieckie","Warsaw","Warsaw Poland","netprotect.com","DCH","12876","Scaleway SAS","1","-"
"2541466117","2541466117","VPN","FR","France","Ile-de-France","Paris","3XK Tech GmbH","3xktech.cloud","DCH","200373","3XK Tech GmbH","17","-"
"2542900998","2542900998","PUB","US","United States of America","Virginia","Ashburn","RIPE Network Coordination Centre","ripe.net","DCH","20115","Charter Communications LLC","30","-"
"2545265336","2545265345","DCH","US","United States of America","Washington","Everett","Commandlink","commandlink.com","DCH","46887","Zayo Bandwidth","1","-"
"2545593492","2545593492","DCH","US","United States of America","Washington","Seattle","Cisco Cie Nataas 1","opendns.com","DCH","16509","Amazon.com Inc.","1","-"
"2548827863","2548827863","DCH","AT","Austria","Wien","Vienna","EDIS GmbH","edis.at","DCH","57169","EDIS GmbH","1","-"
"2548899475","2548899475","PUB","IT","Italy","Trentino-Alto Adige","Luson","IT Dolomitinet","pon.bg","DCH","206004","Dolomitinet srl","30","-"
"2549115181","2549115186","VPN","US","United States of America","Iowa","Des Moines","Diamond IP Brokers Fzco","diamondipbrokers.com","DCH","137409","GSL Networks Pty Ltd","1","-"
"2549130880","2549130880","VPN","DE","Germany","Hessen","Frankfurt am Main","Diamond IP Brokers Fzco","diamondipbrokers.com","DCH","396356","Latitude.sh","9","-"
"2549133988","2549133991","DCH","DE","Germany","Hessen","Frankfurt am Main","Diamond IP Brokers Fzco","diamondipbrokers.com","DCH","396356","Latitude.sh","1","-"
"2549137691","2549137691","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Diamond IP Brokers Fzco","diamondipbrokers.com","DCH","2856","British Telecommunications Limited","30","-"
"2549146665","2549146665","VPN","EG","Egypt","Al Qahirah","Cairo","Bunny Communications LLC","bunnycommunications.com","DCH","399073","Bunny Technology LLC","4","-"
"2549147730","2549147730","VPN","FR","France","Ile-de-France","Alfortville","Bunny Communications LLC","bunnycommunications.com","DCH","399073","Bunny Technology LLC","1","-"
"2549148807","2549148807","VPN","US","United States of America","New York","New York City","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","1","-"
